registration_id,student_id,section_id,term_id,school_id,program_id,course_code,section_number,registration_date,registration_status,credit_hours,grade_mode,student_type,residency_status,admit_school_id,admit_program_id,modality,capacity
REG001800,STU00200,SEC00399,2026SU,SCH07,PRG0702,0702-150,01,2026-04-27,Registered,3.0,Audit,First Time,In State,SCH07,PRG0702,Hybrid,37
REG001801,STU00201,SEC00041,2024FA,SCH07,PRG0703,0703-150,01,2024-08-04,Registered,3.0,Audit,Transfer,Out of State,SCH07,PRG0703,In Person,39
REG001802,STU00201,SEC00042,2024FA,SCH07,PRG0703,0703-200,02,2024-08-09,Registered,3.0,Audit,Transfer,Out of State,SCH07,PRG0703,Online,38
REG001803,STU00201,SEC00114,2025WI,SCH07,PRG0703,0703-200,02,2024-12-09,Registered,3.0,Letter,Transfer,Out of State,SCH07,PRG0703,Hybrid,26
REG001804,STU00201,SEC00113,2025WI,SCH07,PRG0703,0703-150,01,2024-12-19,Withdrawn,3.0,Audit,Transfer,Out of State,SCH07,PRG0703,Hybrid,26
REG001805,STU00201,SEC00402,2026SU,SCH07,PRG0703,0703-200,02,2026-04-07,Registered,3.0,Letter,Transfer,Out of State,SCH07,PRG0703,In Person,42
REG001806,STU00201,SEC00401,2026SU,SCH07,PRG0703,0703-150,01,2026-05-03,Registered,3.0,Pass Fail,Transfer,Out of State,SCH07,PRG0703,In Person,36
REG001807,STU00201,SEC00330,2026WI,SCH07,PRG0703,0703-200,02,2026-01-04,Registered,3.0,Pass Fail,Transfer,Out of State,SCH07,PRG0703,Online,38
REG001808,STU00201,SEC00329,2026WI,SCH07,PRG0703,0703-150,01,2025-12-15,Registered,3.0,Pass Fail,Transfer,Out of State,SCH07,PRG0703,In Person,40
REG001809,STU00202,SEC00043,2024FA,SCH08,PRG0801,0801-150,01,2024-08-17,Registered,3.0,Letter,Continuing,International,SCH08,PRG0801,In Person,29
REG001810,STU00202,SEC00044,2024FA,SCH08,PRG0801,0801-200,02,2024-08-09,Registered,3.0,Audit,Continuing,International,SCH08,PRG0801,Online,28
REG001811,STU00202,SEC00259,2025FA,SCH08,PRG0801,0801-150,01,2025-07-24,Registered,3.0,Letter,Continuing,International,SCH08,PRG0801,In Person,36
REG001812,STU00202,SEC00260,2025FA,SCH08,PRG0801,0801-200,02,2025-08-04,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0801,Online,28
REG001813,STU00202,SEC00115,2025WI,SCH08,PRG0801,0801-150,01,2024-12-20,Registered,3.0,Letter,Continuing,International,SCH08,PRG0801,Online,28
REG001814,STU00202,SEC00116,2025WI,SCH08,PRG0801,0801-200,02,2025-01-03,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0801,Online,34
REG001815,STU00202,SEC00332,2026WI,SCH08,PRG0801,0801-200,02,2025-12-31,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0801,In Person,27
REG001816,STU00202,SEC00331,2026WI,SCH08,PRG0801,0801-150,01,2025-12-11,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0801,Online,33
REG001817,STU00203,SEC00045,2024FA,SCH08,PRG0802,0802-150,01,2024-08-02,Registered,3.0,Audit,First Time,International,SCH08,PRG0802,Hybrid,40
REG001818,STU00203,SEC00046,2024FA,SCH08,PRG0802,0802-200,02,2024-07-23,Registered,3.0,Audit,First Time,International,SCH08,PRG0802,Hybrid,36
REG001819,STU00203,SEC00262,2025FA,SCH08,PRG0802,0802-200,02,2025-07-26,Registered,3.0,Audit,First Time,International,SCH08,PRG0802,Hybrid,24
REG001820,STU00203,SEC00261,2025FA,SCH08,PRG0802,0802-150,01,2025-08-01,Registered,3.0,Letter,First Time,International,SCH08,PRG0802,Online,38
REG001821,STU00203,SEC00190,2025SU,SCH08,PRG0802,0802-200,02,2025-04-12,Registered,3.0,Audit,First Time,International,SCH08,PRG0802,Hybrid,29
REG001822,STU00203,SEC00189,2025SU,SCH08,PRG0802,0802-150,01,2025-04-18,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0802,Hybrid,40
REG001823,STU00203,SEC00118,2025WI,SCH08,PRG0802,0802-200,02,2025-01-03,Registered,3.0,Audit,First Time,International,SCH08,PRG0802,Online,38
REG001824,STU00203,SEC00117,2025WI,SCH08,PRG0802,0802-150,01,2024-12-20,Registered,3.0,Letter,First Time,International,SCH08,PRG0802,Hybrid,37
REG001825,STU00203,SEC00406,2026SU,SCH08,PRG0802,0802-200,02,2026-04-14,Registered,3.0,Letter,First Time,International,SCH08,PRG0802,Online,30
REG001826,STU00203,SEC00405,2026SU,SCH08,PRG0802,0802-150,01,2026-04-15,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0802,Hybrid,25
REG001827,STU00204,SEC00047,2024FA,SCH08,PRG0803,0803-150,01,2024-08-10,Registered,3.0,Pass Fail,Transfer,International,SCH08,PRG0803,Online,42
REG001828,STU00204,SEC00048,2024FA,SCH08,PRG0803,0803-200,02,2024-07-29,Registered,3.0,Letter,Transfer,International,SCH08,PRG0803,In Person,38
REG001829,STU00204,SEC00120,2025WI,SCH08,PRG0803,0803-200,02,2024-12-28,Registered,3.0,Pass Fail,Transfer,International,SCH08,PRG0803,Hybrid,36
REG001830,STU00204,SEC00119,2025WI,SCH08,PRG0803,0803-150,01,2024-12-17,Registered,3.0,Pass Fail,Transfer,International,SCH08,PRG0803,Hybrid,28
REG001831,STU00204,SEC00408,2026SU,SCH08,PRG0803,0803-200,02,2026-05-01,Registered,3.0,Pass Fail,Transfer,International,SCH08,PRG0803,Hybrid,24
REG001832,STU00204,SEC00407,2026SU,SCH08,PRG0803,0803-150,01,2026-04-29,Dropped,0.0,Pass Fail,Transfer,International,SCH08,PRG0803,In Person,31
REG001833,STU00204,SEC00336,2026WI,SCH08,PRG0803,0803-200,02,2025-12-29,Registered,3.0,Pass Fail,Transfer,International,SCH08,PRG0803,Online,38
REG001834,STU00204,SEC00335,2026WI,SCH08,PRG0803,0803-150,01,2025-12-11,Registered,3.0,Pass Fail,Transfer,International,SCH08,PRG0803,Hybrid,24
REG001835,STU00205,SEC00050,2024FA,SCH09,PRG0901,0901-200,02,2024-08-09,Registered,3.0,Audit,Transfer,In State,SCH09,PRG0901,Online,26
REG001836,STU00205,SEC00049,2024FA,SCH09,PRG0901,0901-150,01,2024-08-08,Registered,3.0,Letter,Transfer,In State,SCH09,PRG0901,In Person,31
REG001837,STU00205,SEC00266,2025FA,SCH09,PRG0901,0901-200,02,2025-08-01,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0901,In Person,42
REG001838,STU00205,SEC00265,2025FA,SCH09,PRG0901,0901-150,01,2025-08-07,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0901,In Person,40
REG001839,STU00205,SEC00193,2025SU,SCH09,PRG0901,0901-150,01,2025-04-10,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0901,Online,30
REG001840,STU00205,SEC00194,2025SU,SCH09,PRG0901,0901-200,02,2025-04-20,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0901,Hybrid,25
REG001841,STU00205,SEC00121,2025WI,SCH09,PRG0901,0901-150,01,2024-12-20,Registered,3.0,Audit,Transfer,In State,SCH09,PRG0901,In Person,29
REG001842,STU00205,SEC00122,2025WI,SCH09,PRG0901,0901-200,02,2024-12-19,Registered,3.0,Audit,Transfer,In State,SCH09,PRG0901,Online,40
REG001843,STU00205,SEC00410,2026SU,SCH09,PRG0901,0901-200,02,2026-04-24,Withdrawn,3.0,Audit,Transfer,In State,SCH09,PRG0901,Hybrid,32
REG001844,STU00205,SEC00409,2026SU,SCH09,PRG0901,0901-150,01,2026-04-08,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0901,Hybrid,28
REG001845,STU00205,SEC00337,2026WI,SCH09,PRG0901,0901-150,01,2025-12-17,Registered,3.0,Audit,Transfer,In State,SCH09,PRG0901,Online,41
REG001846,STU00205,SEC00338,2026WI,SCH09,PRG0901,0901-200,02,2025-12-27,Dropped,0.0,Audit,Transfer,In State,SCH09,PRG0901,In Person,32
REG001847,STU00206,SEC00052,2024FA,SCH09,PRG0902,0902-200,02,2024-07-28,Registered,3.0,Pass Fail,Continuing,Out of State,SCH09,PRG0902,Online,35
REG001848,STU00206,SEC00051,2024FA,SCH09,PRG0902,0902-150,01,2024-08-07,Registered,3.0,Pass Fail,Continuing,Out of State,SCH09,PRG0902,Hybrid,31
REG001849,STU00206,SEC00196,2025SU,SCH09,PRG0902,0902-200,02,2025-04-14,Registered,3.0,Letter,Continuing,Out of State,SCH09,PRG0902,In Person,34
REG001850,STU00206,SEC00195,2025SU,SCH09,PRG0902,0902-150,01,2025-04-26,Registered,3.0,Letter,Continuing,Out of State,SCH09,PRG0902,Hybrid,24
REG001851,STU00206,SEC00339,2026WI,SCH09,PRG0902,0902-150,01,2025-12-25,Registered,3.0,Audit,Continuing,Out of State,SCH09,PRG0902,Hybrid,37
REG001852,STU00206,SEC00340,2026WI,SCH09,PRG0902,0902-200,02,2025-12-08,Registered,3.0,Audit,Continuing,Out of State,SCH09,PRG0902,In Person,27
REG001853,STU00207,SEC00197,2025SU,SCH09,PRG0903,0903-150,01,2025-04-12,Registered,3.0,Pass Fail,Transfer,Out of State,SCH09,PRG0903,In Person,31
REG001854,STU00207,SEC00198,2025SU,SCH09,PRG0903,0903-200,02,2025-04-28,Withdrawn,3.0,Audit,Transfer,Out of State,SCH09,PRG0903,In Person,27
REG001855,STU00207,SEC00413,2026SU,SCH09,PRG0903,0903-150,01,2026-05-03,Registered,3.0,Pass Fail,Transfer,Out of State,SCH09,PRG0903,In Person,30
REG001856,STU00207,SEC00414,2026SU,SCH09,PRG0903,0903-200,02,2026-04-15,Registered,3.0,Pass Fail,Transfer,Out of State,SCH09,PRG0903,Online,38
REG001857,STU00207,SEC00341,2026WI,SCH09,PRG0903,0903-150,01,2025-12-09,Registered,3.0,Pass Fail,Transfer,Out of State,SCH09,PRG0903,Hybrid,42
REG001858,STU00207,SEC00342,2026WI,SCH09,PRG0903,0903-200,02,2026-01-01,Registered,3.0,Letter,Transfer,Out of State,SCH09,PRG0903,In Person,34
REG001859,STU00208,SEC00199,2025SU,SCH10,PRG1001,1001-150,01,2025-04-28,Registered,3.0,Pass Fail,Continuing,Out of State,SCH10,PRG1001,Hybrid,37
REG001860,STU00208,SEC00200,2025SU,SCH10,PRG1001,1001-200,02,2025-04-23,Registered,3.0,Pass Fail,Continuing,Out of State,SCH10,PRG1001,Hybrid,40
REG001861,STU00208,SEC00128,2025WI,SCH10,PRG1001,1001-200,02,2024-12-16,Registered,3.0,Audit,Continuing,Out of State,SCH10,PRG1001,In Person,38
REG001862,STU00208,SEC00127,2025WI,SCH10,PRG1001,1001-150,01,2024-12-16,Withdrawn,3.0,Letter,Continuing,Out of State,SCH10,PRG1001,Hybrid,42
REG001863,STU00208,SEC00343,2026WI,SCH10,PRG1001,1001-150,01,2025-12-15,Registered,3.0,Letter,Continuing,Out of State,SCH10,PRG1001,Online,26
REG001864,STU00208,SEC00344,2026WI,SCH10,PRG1001,1001-200,02,2025-12-12,Registered,3.0,Audit,Continuing,Out of State,SCH10,PRG1001,Hybrid,32
REG001865,STU00209,SEC00057,2024FA,SCH10,PRG1002,1002-150,01,2024-08-04,Registered,3.0,Pass Fail,First Time,Out of State,SCH10,PRG1002,Hybrid,35
REG001866,STU00209,SEC00058,2024FA,SCH10,PRG1002,1002-200,02,2024-08-11,Registered,3.0,Audit,First Time,Out of State,SCH10,PRG1002,Online,35
REG001867,STU00209,SEC00273,2025FA,SCH10,PRG1002,1002-150,01,2025-08-03,Dropped,0.0,Letter,First Time,Out of State,SCH10,PRG1002,Hybrid,25
REG001868,STU00209,SEC00274,2025FA,SCH10,PRG1002,1002-200,02,2025-08-05,Registered,3.0,Pass Fail,First Time,Out of State,SCH10,PRG1002,In Person,34
REG001869,STU00209,SEC00202,2025SU,SCH10,PRG1002,1002-200,02,2025-04-12,Registered,3.0,Letter,First Time,Out of State,SCH10,PRG1002,Hybrid,33
REG001870,STU00209,SEC00201,2025SU,SCH10,PRG1002,1002-150,01,2025-05-04,Registered,3.0,Pass Fail,First Time,Out of State,SCH10,PRG1002,Online,37
REG001871,STU00209,SEC00129,2025WI,SCH10,PRG1002,1002-150,01,2024-12-22,Registered,3.0,Pass Fail,First Time,Out of State,SCH10,PRG1002,In Person,25
REG001872,STU00209,SEC00130,2025WI,SCH10,PRG1002,1002-200,02,2024-12-09,Withdrawn,3.0,Pass Fail,First Time,Out of State,SCH10,PRG1002,Hybrid,26
REG001873,STU00209,SEC00346,2026WI,SCH10,PRG1002,1002-200,02,2025-12-10,Registered,3.0,Letter,First Time,Out of State,SCH10,PRG1002,Hybrid,29
REG001874,STU00209,SEC00345,2026WI,SCH10,PRG1002,1002-150,01,2025-12-20,Registered,3.0,Letter,First Time,Out of State,SCH10,PRG1002,Online,35
REG001875,STU00210,SEC00060,2024FA,SCH10,PRG1003,1003-200,02,2024-08-04,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,24
REG001876,STU00210,SEC00059,2024FA,SCH10,PRG1003,1003-150,01,2024-08-04,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,In Person,28
REG001877,STU00210,SEC00276,2025FA,SCH10,PRG1003,1003-200,02,2025-08-03,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,25
REG001878,STU00210,SEC00275,2025FA,SCH10,PRG1003,1003-150,01,2025-08-11,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,Hybrid,34
REG001879,STU00210,SEC00131,2025WI,SCH10,PRG1003,1003-150,01,2024-12-14,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,36
REG001880,STU00210,SEC00132,2025WI,SCH10,PRG1003,1003-200,02,2024-12-19,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,Hybrid,37
REG001881,STU00210,SEC00419,2026SU,SCH10,PRG1003,1003-150,01,2026-04-28,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,In Person,30
REG001882,STU00210,SEC00420,2026SU,SCH10,PRG1003,1003-200,02,2026-04-17,Withdrawn,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,29
REG001883,STU00210,SEC00347,2026WI,SCH10,PRG1003,1003-150,01,2026-01-01,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,Online,34
REG001884,STU00210,SEC00348,2026WI,SCH10,PRG1003,1003-200,02,2025-12-25,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,Online,34
REG001885,STU00211,SEC00062,2024FA,SCH11,PRG1101,1101-200,02,2024-08-04,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,In Person,29
REG001886,STU00211,SEC00061,2024FA,SCH11,PRG1101,1101-150,01,2024-07-25,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,In Person,27
REG001887,STU00211,SEC00278,2025FA,SCH11,PRG1101,1101-200,02,2025-07-27,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,Hybrid,24
REG001888,STU00211,SEC00277,2025FA,SCH11,PRG1101,1101-150,01,2025-08-16,Registered,3.0,Letter,First Time,International,SCH11,PRG1101,Online,29
REG001889,STU00211,SEC00206,2025SU,SCH11,PRG1101,1101-200,02,2025-04-09,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,In Person,37
REG001890,STU00211,SEC00205,2025SU,SCH11,PRG1101,1101-150,01,2025-04-15,Dropped,0.0,Audit,First Time,International,SCH11,PRG1101,Hybrid,27
REG001891,STU00211,SEC00134,2025WI,SCH11,PRG1101,1101-200,02,2024-12-26,Registered,3.0,Letter,First Time,International,SCH11,PRG1101,Hybrid,41
REG001892,STU00211,SEC00133,2025WI,SCH11,PRG1101,1101-150,01,2025-01-05,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,Online,31
REG001893,STU00211,SEC00421,2026SU,SCH11,PRG1101,1101-150,01,2026-04-29,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,In Person,27
REG001894,STU00211,SEC00422,2026SU,SCH11,PRG1101,1101-200,02,2026-04-30,Registered,3.0,Audit,First Time,International,SCH11,PRG1101,In Person,33
REG001895,STU00211,SEC00349,2026WI,SCH11,PRG1101,1101-150,01,2025-12-16,Registered,3.0,Pass Fail,First Time,International,SCH11,PRG1101,Online,34
REG001896,STU00211,SEC00350,2026WI,SCH11,PRG1101,1101-200,02,2025-12-21,Registered,3.0,Letter,First Time,International,SCH11,PRG1101,Online,25
REG001897,STU00212,SEC00279,2025FA,SCH11,PRG1102,1102-150,01,2025-07-31,Dropped,0.0,Audit,Transfer,In State,SCH11,PRG1102,Hybrid,29
REG001898,STU00212,SEC00280,2025FA,SCH11,PRG1102,1102-200,02,2025-08-11,Registered,3.0,Letter,Transfer,In State,SCH11,PRG1102,Hybrid,39
REG001899,STU00212,SEC00207,2025SU,SCH11,PRG1102,1102-150,01,2025-04-27,Registered,3.0,Letter,Transfer,In State,SCH11,PRG1102,Hybrid,27
REG001900,STU00212,SEC00208,2025SU,SCH11,PRG1102,1102-200,02,2025-05-02,Registered,3.0,Audit,Transfer,In State,SCH11,PRG1102,Hybrid,37
REG001901,STU00212,SEC00135,2025WI,SCH11,PRG1102,1102-150,01,2024-12-15,Registered,3.0,Pass Fail,Transfer,In State,SCH11,PRG1102,In Person,24
REG001902,STU00212,SEC00136,2025WI,SCH11,PRG1102,1102-200,02,2024-12-31,Registered,3.0,Letter,Transfer,In State,SCH11,PRG1102,Online,29
REG001903,STU00213,SEC00209,2025SU,SCH11,PRG1103,1103-150,01,2025-04-20,Registered,3.0,Audit,Transfer,International,SCH11,PRG1103,Online,36
REG001904,STU00213,SEC00210,2025SU,SCH11,PRG1103,1103-200,02,2025-04-20,Registered,3.0,Pass Fail,Transfer,International,SCH11,PRG1103,Hybrid,29
REG001905,STU00213,SEC00138,2025WI,SCH11,PRG1103,1103-200,02,2024-12-28,Dropped,0.0,Pass Fail,Transfer,International,SCH11,PRG1103,Online,24
REG001906,STU00213,SEC00137,2025WI,SCH11,PRG1103,1103-150,01,2024-12-20,Registered,3.0,Pass Fail,Transfer,International,SCH11,PRG1103,In Person,37
REG001907,STU00213,SEC00353,2026WI,SCH11,PRG1103,1103-150,01,2025-12-23,Registered,3.0,Audit,Transfer,International,SCH11,PRG1103,Hybrid,33
REG001908,STU00213,SEC00354,2026WI,SCH11,PRG1103,1103-200,02,2026-01-02,Registered,3.0,Pass Fail,Transfer,International,SCH11,PRG1103,In Person,38
REG001909,STU00214,SEC00067,2024FA,SCH12,PRG1201,1201-150,01,2024-08-04,Registered,3.0,Letter,Continuing,In State,SCH12,PRG1201,In Person,32
REG001910,STU00214,SEC00068,2024FA,SCH12,PRG1201,1201-200,02,2024-08-06,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1201,Hybrid,24
REG001911,STU00214,SEC00211,2025SU,SCH12,PRG1201,1201-150,01,2025-05-03,Registered,3.0,Audit,Continuing,In State,SCH12,PRG1201,Hybrid,36
REG001912,STU00214,SEC00212,2025SU,SCH12,PRG1201,1201-200,02,2025-05-04,Registered,3.0,Audit,Continuing,In State,SCH12,PRG1201,In Person,30
REG001913,STU00214,SEC00139,2025WI,SCH12,PRG1201,1201-150,01,2025-01-02,Registered,3.0,Letter,Continuing,In State,SCH12,PRG1201,Hybrid,42
REG001914,STU00214,SEC00140,2025WI,SCH12,PRG1201,1201-200,02,2024-12-20,Registered,3.0,Letter,Continuing,In State,SCH12,PRG1201,Online,37
REG001915,STU00214,SEC00428,2026SU,SCH12,PRG1201,1201-200,02,2026-04-23,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1201,In Person,36
REG001916,STU00214,SEC00427,2026SU,SCH12,PRG1201,1201-150,01,2026-04-30,Registered,3.0,Letter,Continuing,In State,SCH12,PRG1201,Hybrid,24
REG001917,STU00215,SEC00070,2024FA,SCH12,PRG1202,1202-200,02,2024-08-07,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1202,Online,24
REG001918,STU00215,SEC00069,2024FA,SCH12,PRG1202,1202-150,01,2024-07-25,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1202,In Person,30
REG001919,STU00215,SEC00286,2025FA,SCH12,PRG1202,1202-200,02,2025-08-11,Registered,3.0,Audit,Transfer,In State,SCH12,PRG1202,Online,28
REG001920,STU00215,SEC00285,2025FA,SCH12,PRG1202,1202-150,01,2025-08-14,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1202,In Person,32
REG001921,STU00215,SEC00357,2026WI,SCH12,PRG1202,1202-150,01,2025-12-08,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1202,In Person,38
REG001922,STU00215,SEC00358,2026WI,SCH12,PRG1202,1202-200,02,2025-12-23,Registered,3.0,Letter,Transfer,In State,SCH12,PRG1202,Hybrid,33
REG001923,STU00216,SEC00071,2024FA,SCH12,PRG1203,1203-150,01,2024-08-14,Registered,3.0,Letter,Transfer,International,SCH12,PRG1203,In Person,26
REG001924,STU00216,SEC00072,2024FA,SCH12,PRG1203,1203-200,02,2024-08-11,Registered,3.0,Audit,Transfer,International,SCH12,PRG1203,Hybrid,42
REG001925,STU00216,SEC00287,2025FA,SCH12,PRG1203,1203-150,01,2025-08-02,Registered,3.0,Pass Fail,Transfer,International,SCH12,PRG1203,In Person,30
REG001926,STU00216,SEC00288,2025FA,SCH12,PRG1203,1203-200,02,2025-08-17,Registered,3.0,Pass Fail,Transfer,International,SCH12,PRG1203,In Person,24
REG001927,STU00216,SEC00215,2025SU,SCH12,PRG1203,1203-150,01,2025-04-30,Registered,3.0,Pass Fail,Transfer,International,SCH12,PRG1203,Online,28
REG001928,STU00216,SEC00216,2025SU,SCH12,PRG1203,1203-200,02,2025-04-29,Registered,3.0,Pass Fail,Transfer,International,SCH12,PRG1203,Hybrid,26
REG001929,STU00216,SEC00143,2025WI,SCH12,PRG1203,1203-150,01,2024-12-26,Registered,3.0,Audit,Transfer,International,SCH12,PRG1203,In Person,36
REG001930,STU00216,SEC00144,2025WI,SCH12,PRG1203,1203-200,02,2024-12-23,Registered,3.0,Audit,Transfer,International,SCH12,PRG1203,Online,28
REG001931,STU00216,SEC00431,2026SU,SCH12,PRG1203,1203-150,01,2026-04-17,Registered,3.0,Pass Fail,Transfer,International,SCH12,PRG1203,Online,37
REG001932,STU00216,SEC00432,2026SU,SCH12,PRG1203,1203-200,02,2026-04-16,Registered,3.0,Pass Fail,Transfer,International,SCH12,PRG1203,Online,33
REG001933,STU00216,SEC00359,2026WI,SCH12,PRG1203,1203-150,01,2025-12-31,Registered,3.0,Audit,Transfer,International,SCH12,PRG1203,Hybrid,41
REG001934,STU00216,SEC00360,2026WI,SCH12,PRG1203,1203-200,02,2025-12-31,Registered,3.0,Letter,Transfer,International,SCH12,PRG1203,Hybrid,28
REG001935,STU00217,SEC00217,2025FA,SCH01,PRG0101,0101-150,01,2025-08-16,Registered,3.0,Letter,Transfer,In State,SCH01,PRG0101,In Person,41
REG001936,STU00217,SEC00218,2025FA,SCH01,PRG0101,0101-200,02,2025-07-25,Registered,3.0,Letter,Transfer,In State,SCH01,PRG0101,Online,36
REG001937,STU00217,SEC00073,2025WI,SCH01,PRG0101,0101-150,01,2025-01-04,Dropped,0.0,Audit,Transfer,In State,SCH01,PRG0101,Online,30
REG001938,STU00217,SEC00074,2025WI,SCH01,PRG0101,0101-200,02,2024-12-25,Withdrawn,3.0,Audit,Transfer,In State,SCH01,PRG0101,In Person,32
REG001939,STU00217,SEC00362,2026SU,SCH01,PRG0101,0101-200,02,2026-04-20,Registered,3.0,Pass Fail,Transfer,In State,SCH01,PRG0101,Online,26
REG001940,STU00217,SEC00361,2026SU,SCH01,PRG0101,0101-150,01,2026-04-26,Registered,3.0,Letter,Transfer,In State,SCH01,PRG0101,In Person,29
REG001941,STU00217,SEC00289,2026WI,SCH01,PRG0101,0101-150,01,2025-12-14,Withdrawn,3.0,Letter,Transfer,In State,SCH01,PRG0101,Online,33
REG001942,STU00217,SEC00290,2026WI,SCH01,PRG0101,0101-200,02,2025-12-09,Registered,3.0,Letter,Transfer,In State,SCH01,PRG0101,In Person,31
REG001943,STU00218,SEC00004,2024FA,SCH01,PRG0102,0102-200,02,2024-08-02,Dropped,0.0,Letter,First Time,International,SCH01,PRG0102,Hybrid,38
REG001944,STU00218,SEC00003,2024FA,SCH01,PRG0102,0102-150,01,2024-08-14,Registered,3.0,Letter,First Time,International,SCH01,PRG0102,Hybrid,42
REG001945,STU00218,SEC00219,2025FA,SCH01,PRG0102,0102-150,01,2025-08-02,Withdrawn,3.0,Letter,First Time,International,SCH01,PRG0102,Online,38
REG001946,STU00218,SEC00220,2025FA,SCH01,PRG0102,0102-200,02,2025-07-31,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0102,Online,25
REG001947,STU00218,SEC00148,2025SU,SCH01,PRG0102,0102-200,02,2025-04-10,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0102,Hybrid,26
REG001948,STU00218,SEC00147,2025SU,SCH01,PRG0102,0102-150,01,2025-04-12,Withdrawn,3.0,Pass Fail,First Time,International,SCH01,PRG0102,In Person,36
REG001949,STU00218,SEC00076,2025WI,SCH01,PRG0102,0102-200,02,2024-12-17,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0102,Online,25
REG001950,STU00218,SEC00075,2025WI,SCH01,PRG0102,0102-150,01,2024-12-26,Withdrawn,3.0,Audit,First Time,International,SCH01,PRG0102,Hybrid,25
REG001951,STU00218,SEC00364,2026SU,SCH01,PRG0102,0102-200,02,2026-04-26,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0102,In Person,32
REG001952,STU00218,SEC00363,2026SU,SCH01,PRG0102,0102-150,01,2026-04-10,Registered,3.0,Letter,First Time,International,SCH01,PRG0102,Hybrid,25
REG001953,STU00218,SEC00292,2026WI,SCH01,PRG0102,0102-200,02,2025-12-20,Registered,3.0,Audit,First Time,International,SCH01,PRG0102,In Person,34
REG001954,STU00218,SEC00291,2026WI,SCH01,PRG0102,0102-150,01,2025-12-08,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0102,In Person,31
REG001955,STU00219,SEC00221,2025FA,SCH01,PRG0103,0103-150,01,2025-08-11,Registered,3.0,Letter,Transfer,Out of State,SCH01,PRG0103,Online,27
REG001956,STU00219,SEC00222,2025FA,SCH01,PRG0103,0103-200,02,2025-08-12,Registered,3.0,Audit,Transfer,Out of State,SCH01,PRG0103,Online,38
REG001957,STU00219,SEC00150,2025SU,SCH01,PRG0103,0103-200,02,2025-04-11,Registered,3.0,Letter,Transfer,Out of State,SCH01,PRG0103,Online,40
REG001958,STU00219,SEC00149,2025SU,SCH01,PRG0103,0103-150,01,2025-04-29,Registered,3.0,Audit,Transfer,Out of State,SCH01,PRG0103,Online,25
REG001959,STU00219,SEC00078,2025WI,SCH01,PRG0103,0103-200,02,2024-12-29,Registered,3.0,Audit,Transfer,Out of State,SCH01,PRG0103,Online,35
REG001960,STU00219,SEC00077,2025WI,SCH01,PRG0103,0103-150,01,2024-12-29,Registered,3.0,Letter,Transfer,Out of State,SCH01,PRG0103,In Person,40
REG001961,STU00219,SEC00366,2026SU,SCH01,PRG0103,0103-200,02,2026-04-12,Registered,3.0,Audit,Transfer,Out of State,SCH01,PRG0103,Hybrid,29
REG001962,STU00219,SEC00365,2026SU,SCH01,PRG0103,0103-150,01,2026-04-30,Registered,3.0,Audit,Transfer,Out of State,SCH01,PRG0103,In Person,39
REG001963,STU00220,SEC00008,2024FA,SCH02,PRG0201,0201-200,02,2024-08-11,Registered,3.0,Audit,Graduate,Out of State,SCH02,PRG0201,In Person,25
