enrollment_id,student_id,term_id,school_id,program_id,census_enrolled_flag,ipeds_enrolled_flag,total_credit_hours,enrollment_status
ENR001017,STU00228,2025FA,SCH04,PRG0403,true,true,6.0,Enrolled
ENR001018,STU00228,2025WI,SCH04,PRG0403,true,true,6.0,Enrolled
ENR001019,STU00229,2025FA,SCH05,PRG0501,true,true,6.0,Enrolled
ENR001020,STU00229,2025SU,SCH05,PRG0501,true,true,6.0,Enrolled
ENR001021,STU00229,2025WI,SCH05,PRG0501,true,true,3.0,Enrolled
ENR001022,STU00229,2026WI,SCH05,PRG0501,true,true,6.0,Enrolled
ENR001023,STU00230,2025FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR001024,STU00230,2025SU,SCH05,PRG0502,true,true,6.0,Enrolled
ENR001025,STU00230,2025WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR001026,STU00230,2026SU,SCH05,PRG0502,true,true,3.0,Enrolled
ENR001027,STU00230,2026WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR001028,STU00231,2025FA,SCH05,PRG0503,true,true,6.0,Enrolled
ENR001029,STU00231,2025SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR001030,STU00231,2026SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR001031,STU00231,2026WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR001032,STU00232,2024FA,SCH06,PRG0601,true,true,6.0,Enrolled
ENR001033,STU00232,2025FA,SCH06,PRG0601,true,true,6.0,Enrolled
ENR001034,STU00232,2025SU,SCH06,PRG0601,true,true,6.0,Enrolled
ENR001035,STU00233,2024FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR001036,STU00233,2025FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR001037,STU00233,2025WI,SCH06,PRG0602,true,true,6.0,Enrolled
ENR001038,STU00233,2026SU,SCH06,PRG0602,true,true,6.0,Enrolled
ENR001039,STU00234,2024FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR001040,STU00234,2025FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR001041,STU00234,2025SU,SCH06,PRG0603,true,true,6.0,Enrolled
ENR001042,STU00234,2025WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR001043,STU00234,2026SU,SCH06,PRG0603,true,true,6.0,Enrolled
ENR001044,STU00234,2026WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR001045,STU00235,2024FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR001046,STU00235,2025FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR001047,STU00235,2025SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR001048,STU00235,2025WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR001049,STU00235,2026WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR001050,STU00236,2024FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR001051,STU00236,2025FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR001052,STU00236,2025SU,SCH07,PRG0702,true,true,6.0,Enrolled
ENR001053,STU00236,2025WI,SCH07,PRG0702,true,true,6.0,Enrolled
ENR001054,STU00237,2024FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR001055,STU00237,2025FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR001056,STU00237,2025SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR001057,STU00237,2025WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR001058,STU00237,2026SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR001059,STU00237,2026WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR001060,STU00238,2024FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR001061,STU00238,2025FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR001062,STU00238,2025SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR001063,STU00238,2025WI,SCH08,PRG0801,true,true,6.0,Enrolled
ENR001064,STU00238,2026SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR001065,STU00238,2026WI,SCH08,PRG0801,true,true,6.0,Enrolled
ENR001066,STU00239,2025SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR001067,STU00239,2026SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR001068,STU00239,2026WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR001069,STU00240,2024FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR001070,STU00240,2025FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR001071,STU00240,2025SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR001072,STU00240,2025WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR001073,STU00240,2026SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR001074,STU00240,2026WI,SCH08,PRG0803,true,true,6.0,Enrolled
