registration_id,student_id,section_id,term_id,registration_date,registration_status,credit_hours,grade_mode
REG001014,STU00110,SEC00363,2026SU,2026-04-29,Registered,3.0,Audit
REG001015,STU00110,SEC00292,2026WI,2026-01-03,Registered,3.0,Audit
REG001016,STU00110,SEC00291,2026WI,2025-12-27,Withdrawn,3.0,Pass Fail
REG001017,STU00111,SEC00006,2024FA,2024-07-27,Registered,3.0,Audit
REG001018,STU00111,SEC00005,2024FA,2024-07-26,Withdrawn,3.0,Pass Fail
REG001019,STU00111,SEC00222,2025FA,2025-08-09,Registered,3.0,Pass Fail
REG001020,STU00111,SEC00221,2025FA,2025-07-30,Registered,3.0,Pass Fail
REG001021,STU00111,SEC00149,2025SU,2025-04-27,Registered,3.0,Letter
REG001022,STU00111,SEC00150,2025SU,2025-05-04,Registered,3.0,Letter
REG001023,STU00111,SEC00077,2025WI,2024-12-19,Registered,3.0,Letter
REG001024,STU00111,SEC00078,2025WI,2024-12-14,Registered,3.0,Letter
REG001025,STU00112,SEC00007,2024FA,2024-07-22,Withdrawn,3.0,Pass Fail
REG001026,STU00112,SEC00008,2024FA,2024-07-31,Registered,3.0,Pass Fail
REG001027,STU00112,SEC00152,2025SU,2025-04-13,Registered,3.0,Audit
REG001028,STU00112,SEC00151,2025SU,2025-04-13,Registered,3.0,Audit
REG001029,STU00112,SEC00079,2025WI,2024-12-25,Withdrawn,3.0,Audit
REG001030,STU00112,SEC00080,2025WI,2024-12-29,Registered,3.0,Pass Fail
REG001031,STU00112,SEC00367,2026SU,2026-04-19,Registered,3.0,Pass Fail
REG001032,STU00112,SEC00368,2026SU,2026-04-20,Registered,3.0,Audit
REG001033,STU00113,SEC00010,2024FA,2024-07-31,Registered,3.0,Audit
REG001034,STU00113,SEC00009,2024FA,2024-08-06,Registered,3.0,Pass Fail
REG001035,STU00113,SEC00225,2025FA,2025-07-22,Registered,3.0,Letter
REG001036,STU00113,SEC00226,2025FA,2025-08-14,Dropped,0.0,Letter
REG001037,STU00113,SEC00154,2025SU,2025-05-03,Registered,3.0,Letter
REG001038,STU00113,SEC00153,2025SU,2025-05-03,Registered,3.0,Pass Fail
REG001039,STU00113,SEC00082,2025WI,2024-12-22,Registered,3.0,Audit
REG001040,STU00113,SEC00081,2025WI,2024-12-18,Registered,3.0,Audit
REG001041,STU00113,SEC00370,2026SU,2026-04-30,Registered,3.0,Audit
REG001042,STU00113,SEC00369,2026SU,2026-04-29,Registered,3.0,Letter
REG001043,STU00113,SEC00298,2026WI,2025-12-12,Registered,3.0,Audit
REG001044,STU00113,SEC00297,2026WI,2025-12-18,Registered,3.0,Letter
REG001045,STU00114,SEC00011,2024FA,2024-07-28,Registered,3.0,Audit
REG001046,STU00114,SEC00012,2024FA,2024-07-31,Registered,3.0,Audit
REG001047,STU00114,SEC00228,2025FA,2025-08-16,Registered,3.0,Letter
REG001048,STU00114,SEC00227,2025FA,2025-08-17,Registered,3.0,Letter
REG001049,STU00114,SEC00084,2025WI,2024-12-28,Registered,3.0,Pass Fail
REG001050,STU00114,SEC00083,2025WI,2024-12-23,Registered,3.0,Pass Fail
REG001051,STU00114,SEC00371,2026SU,2026-04-06,Registered,3.0,Letter
REG001052,STU00114,SEC00372,2026SU,2026-04-29,Registered,3.0,Audit
REG001053,STU00114,SEC00299,2026WI,2025-12-08,Registered,3.0,Audit
REG001054,STU00114,SEC00300,2026WI,2025-12-16,Registered,3.0,Audit
REG001055,STU00115,SEC00014,2024FA,2024-08-06,Registered,3.0,Pass Fail
REG001056,STU00115,SEC00013,2024FA,2024-07-29,Registered,3.0,Audit
REG001057,STU00115,SEC00230,2025FA,2025-08-16,Withdrawn,3.0,Audit
REG001058,STU00115,SEC00229,2025FA,2025-08-13,Registered,3.0,Letter
REG001059,STU00115,SEC00085,2025WI,2024-12-14,Registered,3.0,Pass Fail
REG001060,STU00115,SEC00086,2025WI,2024-12-25,Registered,3.0,Letter
REG001061,STU00115,SEC00302,2026WI,2025-12-16,Registered,3.0,Letter
REG001062,STU00115,SEC00301,2026WI,2025-12-19,Withdrawn,3.0,Letter
REG001063,STU00116,SEC00015,2024FA,2024-08-15,Registered,3.0,Audit
REG001064,STU00116,SEC00016,2024FA,2024-08-06,Registered,3.0,Pass Fail
REG001065,STU00116,SEC00231,2025FA,2025-07-29,Registered,3.0,Pass Fail
REG001066,STU00116,SEC00232,2025FA,2025-07-28,Registered,3.0,Audit
REG001067,STU00116,SEC00159,2025SU,2025-05-04,Registered,3.0,Audit
REG001068,STU00116,SEC00160,2025SU,2025-04-13,Registered,3.0,Letter
REG001069,STU00116,SEC00304,2026WI,2025-12-16,Registered,3.0,Audit
REG001070,STU00116,SEC00303,2026WI,2025-12-13,Registered,3.0,Letter
REG001071,STU00117,SEC00018,2024FA,2024-07-22,Registered,3.0,Letter
REG001072,STU00117,SEC00017,2024FA,2024-08-04,Registered,3.0,Audit
REG001073,STU00117,SEC00234,2025FA,2025-08-13,Registered,3.0,Audit
REG001074,STU00117,SEC00233,2025FA,2025-08-15,Registered,3.0,Audit
REG001075,STU00117,SEC00161,2025SU,2025-04-10,Registered,3.0,Audit
REG001076,STU00117,SEC00162,2025SU,2025-04-14,Withdrawn,3.0,Pass Fail
REG001077,STU00117,SEC00090,2025WI,2024-12-28,Registered,3.0,Letter
REG001078,STU00117,SEC00089,2025WI,2024-12-17,Registered,3.0,Letter
REG001079,STU00117,SEC00377,2026SU,2026-04-09,Registered,3.0,Pass Fail
REG001080,STU00117,SEC00378,2026SU,2026-04-11,Registered,3.0,Letter
REG001081,STU00117,SEC00305,2026WI,2025-12-14,Registered,3.0,Pass Fail
REG001082,STU00117,SEC00306,2026WI,2025-12-09,Registered,3.0,Pass Fail
REG001083,STU00118,SEC00020,2024FA,2024-07-31,Registered,3.0,Audit
REG001084,STU00118,SEC00019,2024FA,2024-07-27,Registered,3.0,Pass Fail
REG001085,STU00118,SEC00235,2025FA,2025-07-26,Registered,3.0,Pass Fail
REG001086,STU00118,SEC00236,2025FA,2025-08-01,Registered,3.0,Pass Fail
REG001087,STU00118,SEC00091,2025WI,2024-12-15,Withdrawn,3.0,Audit
REG001088,STU00118,SEC00092,2025WI,2024-12-29,Registered,3.0,Audit
REG001089,STU00119,SEC00022,2024FA,2024-07-27,Registered,3.0,Audit
REG001090,STU00119,SEC00021,2024FA,2024-08-13,Registered,3.0,Audit
REG001091,STU00119,SEC00238,2025FA,2025-08-16,Registered,3.0,Letter
REG001092,STU00119,SEC00237,2025FA,2025-08-03,Registered,3.0,Letter
REG001093,STU00119,SEC00165,2025SU,2025-05-04,Registered,3.0,Pass Fail
REG001094,STU00119,SEC00166,2025SU,2025-04-30,Registered,3.0,Letter
REG001095,STU00119,SEC00094,2025WI,2024-12-27,Registered,3.0,Pass Fail
REG001096,STU00119,SEC00093,2025WI,2025-01-04,Registered,3.0,Audit
REG001097,STU00120,SEC00240,2025FA,2025-08-03,Registered,3.0,Audit
REG001098,STU00120,SEC00239,2025FA,2025-08-16,Registered,3.0,Letter
REG001099,STU00120,SEC00384,2026SU,2026-04-16,Registered,3.0,Audit
REG001100,STU00120,SEC00383,2026SU,2026-04-11,Registered,3.0,Pass Fail
REG001101,STU00120,SEC00311,2026WI,2025-12-11,Registered,3.0,Audit
REG001102,STU00120,SEC00312,2026WI,2025-12-10,Registered,3.0,Audit
REG001103,STU00121,SEC00025,2024FA,2024-08-10,Dropped,0.0,Audit
REG001104,STU00121,SEC00026,2024FA,2024-08-01,Registered,3.0,Pass Fail
REG001105,STU00121,SEC00170,2025SU,2025-04-26,Registered,3.0,Letter
REG001106,STU00121,SEC00169,2025SU,2025-04-17,Registered,3.0,Audit
REG001107,STU00121,SEC00386,2026SU,2026-04-10,Registered,3.0,Audit
REG001108,STU00121,SEC00385,2026SU,2026-04-23,Registered,3.0,Audit
REG001109,STU00122,SEC00028,2024FA,2024-08-10,Registered,3.0,Pass Fail
REG001110,STU00122,SEC00027,2024FA,2024-08-05,Registered,3.0,Letter
REG001111,STU00122,SEC00172,2025SU,2025-04-17,Registered,3.0,Letter
REG001112,STU00122,SEC00171,2025SU,2025-04-25,Registered,3.0,Pass Fail
REG001113,STU00122,SEC00387,2026SU,2026-04-15,Registered,3.0,Letter
REG001114,STU00122,SEC00388,2026SU,2026-05-01,Registered,3.0,Pass Fail
REG001115,STU00123,SEC00029,2024FA,2024-07-25,Registered,3.0,Audit
REG001116,STU00123,SEC00030,2024FA,2024-07-24,Registered,3.0,Pass Fail
REG001117,STU00123,SEC00173,2025SU,2025-04-19,Registered,3.0,Audit
REG001118,STU00123,SEC00174,2025SU,2025-04-07,Registered,3.0,Audit
REG001119,STU00123,SEC00102,2025WI,2024-12-20,Registered,3.0,Audit
REG001120,STU00123,SEC00101,2025WI,2024-12-16,Withdrawn,3.0,Letter
REG001121,STU00123,SEC00389,2026SU,2026-04-12,Registered,3.0,Letter
REG001122,STU00123,SEC00390,2026SU,2026-04-30,Registered,3.0,Pass Fail
REG001123,STU00123,SEC00317,2026WI,2025-12-12,Dropped,0.0,Audit
REG001124,STU00123,SEC00318,2026WI,2025-12-30,Registered,3.0,Letter
REG001125,STU00124,SEC00032,2024FA,2024-07-25,Dropped,0.0,Audit
REG001126,STU00124,SEC00031,2024FA,2024-08-15,Registered,3.0,Letter
REG001127,STU00124,SEC00175,2025SU,2025-04-28,Registered,3.0,Pass Fail
REG001128,STU00124,SEC00176,2025SU,2025-04-15,Registered,3.0,Audit
REG001129,STU00124,SEC00103,2025WI,2024-12-29,Dropped,0.0,Pass Fail
REG001130,STU00124,SEC00104,2025WI,2024-12-25,Registered,3.0,Letter
REG001131,STU00124,SEC00392,2026SU,2026-04-18,Registered,3.0,Audit
REG001132,STU00124,SEC00391,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG001133,STU00124,SEC00319,2026WI,2025-12-28,Registered,3.0,Audit
REG001134,STU00124,SEC00320,2026WI,2025-12-11,Registered,3.0,Pass Fail
REG001135,STU00125,SEC00033,2024FA,2024-08-04,Registered,3.0,Letter
REG001136,STU00125,SEC00034,2024FA,2024-08-06,Registered,3.0,Letter
REG001137,STU00125,SEC00106,2025WI,2024-12-20,Registered,3.0,Letter
REG001138,STU00125,SEC00105,2025WI,2024-12-31,Registered,3.0,Audit
REG001139,STU00125,SEC00393,2026SU,2026-05-01,Registered,3.0,Letter
REG001140,STU00125,SEC00394,2026SU,2026-04-18,Registered,3.0,Letter
REG001141,STU00126,SEC00036,2024FA,2024-08-17,Registered,3.0,Letter
REG001142,STU00126,SEC00035,2024FA,2024-07-24,Registered,3.0,Letter
REG001143,STU00126,SEC00252,2025FA,2025-07-25,Registered,3.0,Pass Fail
REG001144,STU00126,SEC00251,2025FA,2025-07-29,Registered,3.0,Pass Fail
REG001145,STU00126,SEC00179,2025SU,2025-04-22,Registered,3.0,Letter
REG001146,STU00126,SEC00180,2025SU,2025-04-07,Registered,3.0,Audit
REG001147,STU00126,SEC00107,2025WI,2024-12-17,Registered,3.0,Audit
REG001148,STU00126,SEC00108,2025WI,2024-12-21,Registered,3.0,Letter
REG001149,STU00126,SEC00323,2026WI,2025-12-27,Registered,3.0,Pass Fail
REG001150,STU00126,SEC00324,2026WI,2025-12-09,Registered,3.0,Letter
REG001151,STU00127,SEC00037,2024FA,2024-08-05,Registered,3.0,Pass Fail
REG001152,STU00127,SEC00038,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG001153,STU00127,SEC00254,2025FA,2025-07-31,Registered,3.0,Letter
REG001154,STU00127,SEC00253,2025FA,2025-08-12,Registered,3.0,Audit
REG001155,STU00127,SEC00181,2025SU,2025-04-10,Registered,3.0,Pass Fail
REG001156,STU00127,SEC00182,2025SU,2025-04-20,Registered,3.0,Letter
REG001157,STU00127,SEC00397,2026SU,2026-04-30,Registered,3.0,Letter
REG001158,STU00127,SEC00398,2026SU,2026-04-27,Registered,3.0,Letter
REG001159,STU00127,SEC00326,2026WI,2025-12-25,Registered,3.0,Pass Fail
REG001160,STU00127,SEC00325,2026WI,2025-12-17,Registered,3.0,Audit
REG001161,STU00128,SEC00040,2024FA,2024-08-14,Registered,3.0,Letter
REG001162,STU00128,SEC00039,2024FA,2024-08-16,Registered,3.0,Pass Fail
REG001163,STU00128,SEC00183,2025SU,2025-04-26,Registered,3.0,Pass Fail
REG001164,STU00128,SEC00184,2025SU,2025-05-02,Registered,3.0,Letter
REG001165,STU00128,SEC00399,2026SU,2026-04-26,Registered,3.0,Pass Fail
REG001166,STU00128,SEC00400,2026SU,2026-04-28,Registered,3.0,Letter
REG001167,STU00129,SEC00041,2024FA,2024-08-02,Registered,3.0,Letter
REG001168,STU00129,SEC00042,2024FA,2024-08-10,Registered,3.0,Audit
REG001169,STU00129,SEC00257,2025FA,2025-08-05,Registered,3.0,Letter
REG001170,STU00129,SEC00258,2025FA,2025-07-27,Registered,3.0,Pass Fail
REG001171,STU00129,SEC00186,2025SU,2025-04-24,Registered,3.0,Audit
REG001172,STU00129,SEC00185,2025SU,2025-04-12,Registered,3.0,Audit
REG001173,STU00129,SEC00113,2025WI,2024-12-09,Registered,3.0,Audit
REG001174,STU00129,SEC00114,2025WI,2024-12-12,Registered,3.0,Audit
REG001175,STU00129,SEC00402,2026SU,2026-04-21,Registered,3.0,Pass Fail
REG001176,STU00129,SEC00401,2026SU,2026-04-10,Dropped,0.0,Letter
REG001177,STU00129,SEC00329,2026WI,2025-12-18,Registered,3.0,Letter
REG001178,STU00129,SEC00330,2026WI,2026-01-04,Withdrawn,3.0,Pass Fail
REG001179,STU00130,SEC00043,2024FA,2024-08-17,Withdrawn,3.0,Audit
REG001180,STU00130,SEC00044,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG001181,STU00130,SEC00259,2025FA,2025-08-01,Registered,3.0,Audit
REG001182,STU00130,SEC00260,2025FA,2025-08-06,Registered,3.0,Pass Fail
REG001183,STU00130,SEC00187,2025SU,2025-05-03,Registered,3.0,Audit
REG001184,STU00130,SEC00188,2025SU,2025-04-21,Registered,3.0,Pass Fail
REG001185,STU00130,SEC00404,2026SU,2026-04-22,Registered,3.0,Audit
REG001186,STU00130,SEC00403,2026SU,2026-04-26,Withdrawn,3.0,Letter
REG001187,STU00131,SEC00045,2024FA,2024-08-03,Registered,3.0,Pass Fail
REG001188,STU00131,SEC00046,2024FA,2024-07-27,Registered,3.0,Audit
REG001189,STU00131,SEC00262,2025FA,2025-07-25,Registered,3.0,Pass Fail
REG001190,STU00131,SEC00261,2025FA,2025-08-09,Withdrawn,3.0,Pass Fail
REG001191,STU00131,SEC00190,2025SU,2025-04-30,Registered,3.0,Pass Fail
REG001192,STU00131,SEC00189,2025SU,2025-04-09,Registered,3.0,Letter
REG001193,STU00131,SEC00117,2025WI,2024-12-22,Registered,3.0,Pass Fail
REG001194,STU00131,SEC00118,2025WI,2025-01-02,Registered,3.0,Letter
REG001195,STU00131,SEC00406,2026SU,2026-04-22,Withdrawn,3.0,Letter
REG001196,STU00131,SEC00405,2026SU,2026-04-23,Registered,3.0,Pass Fail
REG001197,STU00131,SEC00334,2026WI,2025-12-26,Registered,3.0,Pass Fail
REG001198,STU00131,SEC00333,2026WI,2025-12-18,Registered,3.0,Pass Fail
REG001199,STU00132,SEC00048,2024FA,2024-08-18,Registered,3.0,Letter
REG001200,STU00132,SEC00047,2024FA,2024-08-05,Withdrawn,3.0,Audit
REG001201,STU00132,SEC00264,2025FA,2025-08-08,Registered,3.0,Letter
REG001202,STU00132,SEC00263,2025FA,2025-08-10,Registered,3.0,Letter
REG001203,STU00132,SEC00192,2025SU,2025-04-16,Registered,3.0,Letter
REG001204,STU00132,SEC00191,2025SU,2025-04-26,Withdrawn,3.0,Pass Fail
REG001205,STU00132,SEC00120,2025WI,2025-01-02,Registered,3.0,Letter
REG001206,STU00132,SEC00119,2025WI,2024-12-22,Registered,3.0,Audit
REG001207,STU00132,SEC00407,2026SU,2026-04-27,Registered,3.0,Audit
REG001208,STU00132,SEC00408,2026SU,2026-05-03,Registered,3.0,Pass Fail
REG001209,STU00132,SEC00335,2026WI,2025-12-08,Withdrawn,3.0,Pass Fail
REG001210,STU00132,SEC00336,2026WI,2025-12-19,Registered,3.0,Pass Fail
REG001211,STU00133,SEC00050,2024FA,2024-08-14,Registered,3.0,Audit
REG001212,STU00133,SEC00049,2024FA,2024-07-31,Registered,3.0,Letter
REG001213,STU00133,SEC00266,2025FA,2025-08-04,Registered,3.0,Letter
REG001214,STU00133,SEC00265,2025FA,2025-07-25,Registered,3.0,Letter
REG001215,STU00133,SEC00194,2025SU,2025-04-22,Registered,3.0,Letter
REG001216,STU00133,SEC00193,2025SU,2025-04-18,Registered,3.0,Pass Fail
REG001217,STU00133,SEC00409,2026SU,2026-04-13,Registered,3.0,Letter
REG001218,STU00133,SEC00410,2026SU,2026-04-18,Registered,3.0,Audit
REG001219,STU00133,SEC00337,2026WI,2025-12-09,Registered,3.0,Pass Fail
REG001220,STU00133,SEC00338,2026WI,2025-12-27,Registered,3.0,Letter
REG001221,STU00134,SEC00268,2025FA,2025-08-03,Registered,3.0,Letter
REG001222,STU00134,SEC00267,2025FA,2025-08-13,Registered,3.0,Letter
REG001223,STU00134,SEC00196,2025SU,2025-05-03,Registered,3.0,Pass Fail
REG001224,STU00134,SEC00195,2025SU,2025-04-26,Dropped,0.0,Audit
REG001225,STU00134,SEC00124,2025WI,2024-12-23,Registered,3.0,Audit
REG001226,STU00134,SEC00123,2025WI,2024-12-18,Registered,3.0,Audit
REG001227,STU00135,SEC00053,2024FA,2024-08-13,Registered,3.0,Audit
REG001228,STU00135,SEC00054,2024FA,2024-07-25,Registered,3.0,Audit
REG001229,STU00135,SEC00270,2025FA,2025-08-08,Withdrawn,3.0,Pass Fail
REG001230,STU00135,SEC00269,2025FA,2025-08-06,Registered,3.0,Audit
REG001231,STU00135,SEC00126,2025WI,2025-01-04,Registered,3.0,Pass Fail
REG001232,STU00135,SEC00125,2025WI,2024-12-20,Registered,3.0,Audit
REG001233,STU00135,SEC00342,2026WI,2025-12-16,Registered,3.0,Pass Fail
REG001234,STU00135,SEC00341,2026WI,2025-12-20,Registered,3.0,Letter
REG001235,STU00136,SEC00272,2025FA,2025-07-27,Registered,3.0,Pass Fail
REG001236,STU00136,SEC00271,2025FA,2025-08-12,Registered,3.0,Audit
REG001237,STU00136,SEC00200,2025SU,2025-04-14,Dropped,0.0,Letter
REG001238,STU00136,SEC00199,2025SU,2025-04-12,Registered,3.0,Pass Fail
REG001239,STU00136,SEC00416,2026SU,2026-04-11,Registered,3.0,Letter
REG001240,STU00136,SEC00415,2026SU,2026-04-27,Registered,3.0,Pass Fail
REG001241,STU00136,SEC00344,2026WI,2026-01-01,Registered,3.0,Pass Fail
REG001242,STU00136,SEC00343,2026WI,2025-12-19,Registered,3.0,Letter
REG001243,STU00137,SEC00202,2025SU,2025-04-18,Dropped,0.0,Letter
REG001244,STU00137,SEC00201,2025SU,2025-04-25,Registered,3.0,Audit
REG001245,STU00137,SEC00129,2025WI,2024-12-18,Registered,3.0,Audit
REG001246,STU00137,SEC00130,2025WI,2024-12-25,Registered,3.0,Audit
REG001247,STU00137,SEC00345,2026WI,2026-01-03,Withdrawn,3.0,Pass Fail
REG001248,STU00137,SEC00346,2026WI,2025-12-31,Registered,3.0,Pass Fail
REG001249,STU00138,SEC00275,2025FA,2025-08-07,Withdrawn,3.0,Pass Fail
REG001250,STU00138,SEC00276,2025FA,2025-07-25,Registered,3.0,Letter
REG001251,STU00138,SEC00131,2025WI,2025-01-03,Registered,3.0,Audit
REG001252,STU00138,SEC00132,2025WI,2024-12-22,Registered,3.0,Pass Fail
REG001253,STU00138,SEC00347,2026WI,2025-12-13,Registered,3.0,Audit
REG001254,STU00138,SEC00348,2026WI,2025-12-28,Registered,3.0,Pass Fail
REG001255,STU00139,SEC00061,2024FA,2024-08-05,Registered,3.0,Audit
REG001256,STU00139,SEC00062,2024FA,2024-08-18,Registered,3.0,Pass Fail
REG001257,STU00139,SEC00278,2025FA,2025-08-16,Withdrawn,3.0,Letter
REG001258,STU00139,SEC00277,2025FA,2025-07-31,Registered,3.0,Pass Fail
REG001259,STU00139,SEC00206,2025SU,2025-04-17,Registered,3.0,Pass Fail
REG001260,STU00139,SEC00205,2025SU,2025-04-26,Registered,3.0,Audit
REG001261,STU00139,SEC00134,2025WI,2025-01-04,Registered,3.0,Letter
REG001262,STU00139,SEC00133,2025WI,2024-12-16,Registered,3.0,Letter
REG001263,STU00139,SEC00422,2026SU,2026-05-02,Registered,3.0,Audit
REG001264,STU00139,SEC00421,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG001265,STU00140,SEC00063,2024FA,2024-07-25,Registered,3.0,Audit
REG001266,STU00140,SEC00064,2024FA,2024-08-10,Registered,3.0,Letter
REG001267,STU00140,SEC00280,2025FA,2025-08-06,Registered,3.0,Letter
REG001268,STU00140,SEC00279,2025FA,2025-08-08,Registered,3.0,Audit
REG001269,STU00140,SEC00423,2026SU,2026-05-02,Registered,3.0,Letter
REG001270,STU00140,SEC00424,2026SU,2026-05-03,Registered,3.0,Pass Fail
REG001271,STU00140,SEC00351,2026WI,2025-12-29,Registered,3.0,Letter
REG001272,STU00140,SEC00352,2026WI,2026-01-02,Registered,3.0,Audit
REG001273,STU00141,SEC00065,2024FA,2024-08-01,Dropped,0.0,Audit
REG001274,STU00141,SEC00066,2024FA,2024-08-06,Registered,3.0,Letter
REG001275,STU00141,SEC00282,2025FA,2025-07-31,Registered,3.0,Audit
REG001276,STU00141,SEC00281,2025FA,2025-08-01,Registered,3.0,Audit
REG001277,STU00141,SEC00138,2025WI,2025-01-03,Registered,3.0,Pass Fail
REG001278,STU00141,SEC00137,2025WI,2024-12-10,Registered,3.0,Audit
REG001279,STU00141,SEC00425,2026SU,2026-04-11,Registered,3.0,Letter
REG001280,STU00141,SEC00426,2026SU,2026-04-11,Registered,3.0,Audit
REG001281,STU00141,SEC00354,2026WI,2025-12-30,Registered,3.0,Pass Fail
REG001282,STU00141,SEC00353,2026WI,2025-12-14,Registered,3.0,Audit
REG001283,STU00142,SEC00068,2024FA,2024-08-18,Registered,3.0,Audit
REG001284,STU00142,SEC00067,2024FA,2024-08-18,Registered,3.0,Letter
REG001285,STU00142,SEC00283,2025FA,2025-08-17,Registered,3.0,Pass Fail
REG001286,STU00142,SEC00284,2025FA,2025-08-03,Registered,3.0,Audit
REG001287,STU00142,SEC00211,2025SU,2025-04-17,Registered,3.0,Audit
REG001288,STU00142,SEC00212,2025SU,2025-04-08,Registered,3.0,Pass Fail
REG001289,STU00142,SEC00140,2025WI,2024-12-29,Registered,3.0,Letter
REG001290,STU00142,SEC00139,2025WI,2024-12-26,Registered,3.0,Letter
REG001291,STU00142,SEC00356,2026WI,2025-12-15,Registered,3.0,Audit
REG001292,STU00142,SEC00355,2026WI,2025-12-22,Dropped,0.0,Letter
REG001293,STU00143,SEC00070,2024FA,2024-07-28,Registered,3.0,Audit
REG001294,STU00143,SEC00069,2024FA,2024-08-14,Registered,3.0,Letter
REG001295,STU00143,SEC00286,2025FA,2025-08-03,Registered,3.0,Pass Fail
REG001296,STU00143,SEC00285,2025FA,2025-07-30,Registered,3.0,Audit
REG001297,STU00143,SEC00213,2025SU,2025-04-29,Registered,3.0,Pass Fail
REG001298,STU00143,SEC00214,2025SU,2025-04-13,Dropped,0.0,Pass Fail
REG001299,STU00143,SEC00430,2026SU,2026-04-16,Registered,3.0,Audit
REG001300,STU00143,SEC00429,2026SU,2026-05-01,Registered,3.0,Pass Fail
REG001301,STU00143,SEC00358,2026WI,2025-12-24,Registered,3.0,Letter
REG001302,STU00143,SEC00357,2026WI,2026-01-04,Registered,3.0,Audit
REG001303,STU00144,SEC00072,2024FA,2024-08-08,Withdrawn,3.0,Pass Fail
REG001304,STU00144,SEC00071,2024FA,2024-07-31,Registered,3.0,Audit
REG001305,STU00144,SEC00288,2025FA,2025-07-31,Registered,3.0,Audit
REG001306,STU00144,SEC00287,2025FA,2025-08-15,Registered,3.0,Audit
REG001307,STU00144,SEC00143,2025WI,2024-12-25,Registered,3.0,Audit
REG001308,STU00144,SEC00144,2025WI,2024-12-14,Registered,3.0,Letter
REG001309,STU00144,SEC00359,2026WI,2026-01-01,Registered,3.0,Pass Fail
REG001310,STU00144,SEC00360,2026WI,2025-12-18,Registered,3.0,Pass Fail
REG001311,STU00145,SEC00002,2024FA,2024-08-09,Withdrawn,3.0,Letter
REG001312,STU00145,SEC00001,2024FA,2024-07-24,Registered,3.0,Audit
REG001313,STU00145,SEC00218,2025FA,2025-08-04,Registered,3.0,Letter
REG001314,STU00145,SEC00217,2025FA,2025-07-25,Registered,3.0,Pass Fail
REG001315,STU00145,SEC00361,2026SU,2026-04-23,Registered,3.0,Audit
REG001316,STU00145,SEC00362,2026SU,2026-04-26,Registered,3.0,Pass Fail
REG001317,STU00146,SEC00003,2024FA,2024-08-15,Registered,3.0,Audit
REG001318,STU00146,SEC00004,2024FA,2024-07-27,Registered,3.0,Audit
REG001319,STU00146,SEC00220,2025FA,2025-08-05,Registered,3.0,Letter
REG001320,STU00146,SEC00219,2025FA,2025-08-12,Registered,3.0,Audit
REG001321,STU00146,SEC00147,2025SU,2025-04-27,Registered,3.0,Audit
REG001322,STU00146,SEC00148,2025SU,2025-04-25,Registered,3.0,Letter
REG001323,STU00146,SEC00076,2025WI,2024-12-21,Registered,3.0,Pass Fail
REG001324,STU00146,SEC00075,2025WI,2024-12-18,Registered,3.0,Pass Fail
REG001325,STU00146,SEC00364,2026SU,2026-04-18,Registered,3.0,Pass Fail
REG001326,STU00146,SEC00363,2026SU,2026-04-17,Registered,3.0,Letter
REG001327,STU00146,SEC00292,2026WI,2026-01-02,Registered,3.0,Pass Fail
REG001328,STU00146,SEC00291,2026WI,2025-12-20,Registered,3.0,Pass Fail
REG001329,STU00147,SEC00005,2024FA,2024-08-06,Registered,3.0,Pass Fail
REG001330,STU00147,SEC00006,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG001331,STU00147,SEC00078,2025WI,2024-12-28,Registered,3.0,Pass Fail
REG001332,STU00147,SEC00077,2025WI,2024-12-17,Registered,3.0,Pass Fail
REG001333,STU00147,SEC00365,2026SU,2026-04-18,Registered,3.0,Audit
REG001334,STU00147,SEC00366,2026SU,2026-04-17,Registered,3.0,Audit
REG001335,STU00148,SEC00007,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG001336,STU00148,SEC00008,2024FA,2024-08-04,Registered,3.0,Letter
REG001337,STU00148,SEC00224,2025FA,2025-08-17,Registered,3.0,Pass Fail
REG001338,STU00148,SEC00223,2025FA,2025-08-12,Registered,3.0,Audit
REG001339,STU00148,SEC00152,2025SU,2025-04-19,Registered,3.0,Audit
REG001340,STU00148,SEC00151,2025SU,2025-04-24,Registered,3.0,Audit
REG001341,STU00148,SEC00368,2026SU,2026-04-06,Registered,3.0,Pass Fail
REG001342,STU00148,SEC00367,2026SU,2026-04-26,Registered,3.0,Letter
REG001343,STU00148,SEC00295,2026WI,2025-12-12,Dropped,0.0,Letter
REG001344,STU00148,SEC00296,2026WI,2025-12-15,Registered,3.0,Letter
REG001345,STU00149,SEC00010,2024FA,2024-08-04,Registered,3.0,Letter
REG001346,STU00149,SEC00009,2024FA,2024-08-05,Registered,3.0,Letter
REG001347,STU00149,SEC00154,2025SU,2025-04-23,Registered,3.0,Letter
REG001348,STU00149,SEC00153,2025SU,2025-04-27,Registered,3.0,Pass Fail
REG001349,STU00149,SEC00081,2025WI,2024-12-16,Registered,3.0,Letter
REG001350,STU00149,SEC00082,2025WI,2024-12-17,Registered,3.0,Audit
REG001351,STU00149,SEC00369,2026SU,2026-04-10,Registered,3.0,Pass Fail
